Tiempo(ns)	Valor
0,00015	-6227,234611315162
0,00025	-5969,245012054905
0,00035	-5626,121632160353
0,00045	-5240,818990721158
0,0005499999999999999	-5079,805595392436
0,00065	-4597,874898080764
0,00075	-4080,022553265509
0,00085	-3983,6646528687843
0,00095	-4049,8030707529147
0,00105	-4352,11764808037
0,00115	-3930,948926949485
0,00125	-3784,050765578938
0,0013499999999999999	-3868,056373090602
0,00145	-4211,201660208445
0,00155	-3655,36153070633
0,00165	-3464,5396590174932
0,0017499999999999998	-3418,014859271824
0,0018499999999999999	-4281,721656601507
0,00195	-3747,5371857393407
0,0020499999999999997	-4008,9033480771022
0,00215	-3473,642770734231
0,00225	-3712,3641421784337
0,00235	-4447,418131861608
0,00245	-4521,719081750348
0,0025499999999999997	-4196,9859335296505
0,00265	-4200,593411647894
0,00275	-4957,98515312664
0,0028499999999999997	-4284,7281701388965
0,00295	-4307,82016065411
0,0030499999999999998	-3977,0384897015315
0,00315	-4143,30235161225
0,00325	-4232,164537789219
0,0033499999999999997	-4027,1436035574684
0,00345	-3687,165799692416
0,0035499999999999998	-4298,741468060022
0,00365	-3541,9153550752667
0,00375	-3311,57689339638
0,0038499999999999997	-3592,284739792296
0,0039499999999999995	-3477,9373411417155
0,00405	-3904,012499469529
0,00415	-3465,2689539490566
0,0042499999999999994	-3282,7491793368313
0,00435	-3714,0887603549963
0,00445	-4532,372724137773
0,00455	-4080,150762683161
0,00465	-3657,138582770201
0,00475	-3792,835157923164
0,00485	-3853,047362497657
0,0049499999999999995	-3561,4654415397986
0,00505	-3789,0201332057613
0,00515	-3318,1828609922236
0,0052499999999999995	-3633,5329604374647
0,00535	-3189,416934459273
0,00545	-2998,0189805631426
0,005549999999999999	-3410,0373424717204
0,00565	-3737,886733903393
0,00575	-3616,7271767154725
0,00585	-3625,4245527574244
0,0059499999999999996	-3510,6286562416412
0,00605	-3577,951253504546
0,00615	-4148,520637634149
0,0062499999999999995	-3748,804436272282
0,00635	-3671,8812386959216
0,00645	-3531,945941242323
0,006549999999999999	-3748,3498437461585
0,00665	-4225,887295571503
0,00675	-3486,1745612794643
0,006849999999999999	-3663,0705400886272
0,00695	-3298,8916979033183
0,00705	-4200,540107406085
0,00715	-3869,419733289253
0,0072499999999999995	-3703,4418119598026
0,00735	-3565,6054416568913
0,00745	-3412,715184578081
0,007549999999999999	-3146,470529442654
0,00765	-3504,0688358444872
0,00775	-3667,8921395865
0,00785	-3480,741461991743
0,00795	-3891,8423576415853
0,00805	-3819,5055170939686
0,00815	-4109,125667134211
0,00825	-3705,7133904631137
0,00835	-3777,099995720031
0,00845	-3444,2327621696354
0,00855	-3833,4182610550138
0,00865	-3000,624286620211
0,008749999999999999	-3237,4221417990207
0,00885	-3227,401001162606
0,00895	-3394,9829275508955
0,009049999999999999	-3095,013089984951
0,00915	-3220,7001260681327
0,00925	-3397,0621035208337
0,009349999999999999	-3026,094569803845
0,00945	-3126,3210099518283
0,00955	-3444,735986020125
0,009649999999999999	-3211,3865086369715
0,00975	-3756,0654169033855
0,00985	-3377,3267076721354
0,009949999999999999	-3826,6355458973303
