Tiempo(ns)	Valor
0,00015	-4298,979419665055
0,00025	-4267,849123406783
0,00035	-4084,4264666367267
0,00045	-3844,5554127867067
0,0005499999999999999	-3563,312277375209
0,00065	-3530,5440659734877
0,00075	-3473,5185945485605
0,00085	-3162,8578837922114
0,00095	-2967,4378306480316
0,00105	-2786,7929637499733
0,00115	-2870,7637138772366
0,00125	-3124,325497974979
0,0013499999999999999	-3174,8024953561116
0,00145	-2748,51354309041
0,00155	-2610,52814410211
0,00165	-2861,122847758624
0,0017499999999999998	-2715,56062472777
0,0018499999999999999	-2822,5564937509716
0,00195	-2742,2418906534376
0,0020499999999999997	-2200,8887666734213
0,00215	-2177,289682654698
0,00225	-2173,5248397140217
0,00235	-3018,178105902508
0,00245	-2801,856217541957
0,0025499999999999997	-2505,538409656931
0,00265	-2584,02108768631
0,00275	-2831,7519657300804
0,0028499999999999997	-2906,072750970517
0,00295	-3179,211303346293
0,0030499999999999998	-2694,821818288748
0,00315	-2746,4799924164645
0,00325	-2882,710474708061
0,0033499999999999997	-2875,9691476729545
0,00345	-3000,6198869053787
0,0035499999999999998	-2749,402854311985
0,00365	-3064,4478812994134
0,00375	-3164,9958353685925
0,0038499999999999997	-3105,9456338557593
0,0039499999999999995	-3260,1822325449302
0,00405	-3167,3844565460013
0,00415	-3113,9526473034016
0,0042499999999999994	-2737,9717113824195
0,00435	-2744,2414627108446
0,00445	-2792,6387108808294
0,00455	-2497,3213002737116
0,00465	-2365,490474169577
0,00475	-2566,350456490697
0,00485	-2510,8206968626487
0,0049499999999999995	-2834,3849636400737
0,00505	-2712,128834206052
0,00515	-3103,1019866960037
0,0052499999999999995	-3196,630720994358
0,00535	-3114,784673456474
0,00545	-3295,4173458405526
0,005549999999999999	-2928,7676081999252
0,00565	-2545,7643273385497
0,00575	-2966,5915339339977
0,00585	-3062,3792822135024
0,0059499999999999996	-3241,699219953773
0,00605	-3394,4672129773735
0,00615	-3005,155171463351
0,0062499999999999995	-2879,522828299612
0,00635	-2646,5886820137707
0,00645	-2988,3188207191342
0,006549999999999999	-2816,871599657043
0,00665	-3177,711377711686
0,00675	-2790,267104216313
0,006849999999999999	-2918,015193028011
0,00695	-2714,5786510091643
0,00705	-2860,929175805519
0,00715	-3038,9031313424734
0,0072499999999999995	-2634,5069287015685
0,00735	-2874,5759824039596
0,00745	-2820,048105820399
0,007549999999999999	-2865,3119291746666
0,00765	-2282,678772601622
0,00775	-2500,8743079657916
0,00785	-2384,609266975929
0,00795	-2471,1562183105884
0,00805	-2386,7591113441745
0,00815	-2786,924781569287
0,00825	-2724,4956170158994
0,00835	-2595,616050418899
0,00845	-2658,4941712129207
0,00855	-2866,104492482762
0,00865	-2370,1857768094214
0,008749999999999999	-2572,32063752073
0,00885	-2386,6332767786657
0,00895	-2614,746492471684
0,009049999999999999	-2938,4209860520104
0,00915	-2439,3345519604927
0,00925	-2631,4735547035298
0,009349999999999999	-2230,5211763570483
0,00945	-2476,8982953835693
0,00955	-2317,265695683856
0,009649999999999999	-2325,314807567465
0,00975	-2627,727673959767
0,00985	-2777,7957370938407
0,009949999999999999	-3052,601124835713
