0.00015 -1652.4170379054262
0.00025 -1559.4270727696996
0.00035 -1453.66691878028
0.00045 -1275.8918235200208
0.0005499999999999999 -1484.1270343934764
0.00065 -1427.1973541521975
0.00075 -1121.5188528060928
0.00085 -1288.2702557888028
0.00095 -1141.175950607377
0.00105 -1275.9658642003014
0.00115 -1196.482610991754
0.00125 -1125.6710386987509
0.0013499999999999999 -1088.5142756177208
0.00145 -1159.5678113872898
0.00155 -958.5553002859091
0.00165 -868.739593157488
0.0017499999999999998 -1172.6039227562226
0.0018499999999999999 -975.8312944642729
0.00195 -1051.5840051894818
0.0020499999999999997 -1088.305652501603
0.00215 -866.6466858768141
0.00225 -676.3513625256363
0.00235 -808.769728914232
0.00245 -907.7105735988115
0.0025499999999999997 -811.1873836340978
0.00265 -745.7638206826359
0.00275 -670.6704184845216
0.0028499999999999997 -836.9278933590001
0.00295 -651.5017469737354
0.0030499999999999998 -629.199839799654
0.00315 -399.441849195933
0.00325 -595.8002708165764
0.0033499999999999997 -582.6711293301533
0.00345 -603.2264864518672
0.0035499999999999998 -583.3975243065553
0.00365 -797.0635656262875
0.00375 -624.710793107867
0.0038499999999999997 -701.3145052676899
0.0039499999999999995 -643.2531109547568
0.00405 -751.1005268551371
0.00415 -642.1104359603196
0.0042499999999999994 -278.6644345018456
0.00435 -425.2607186870113
0.00445 -869.3496408549825
0.00455 -805.6438545979815
0.00465 -616.3485305470563
0.00475 -722.2674575718487
0.00485 -640.8228394241473
0.0049499999999999995 -611.2636099964758
0.00505 -663.139811051821
0.00515 -659.8063039069092
0.0052499999999999995 -879.2672215112657
0.00535 -561.5463990865264
0.00545 -498.21509421272935
0.005549999999999999 -479.2482164705176
0.00565 -645.881583145522
0.00575 -641.7003787202417
0.00585 -526.4804842700607
0.0059499999999999996 -299.29598537530813
0.00605 -350.2631704288521
0.00615 -545.3051282084426
0.0062499999999999995 -423.13538327960276
0.00635 -425.9541113287578
0.00645 -636.5773119742494
0.006549999999999999 -487.8139724380917
0.00665 -542.6738470592193
0.00675 -541.8955809272846
0.006849999999999999 -478.3237765121776
0.00695 -304.38482272948073
0.00705 -594.8389065986188
0.00715 -447.29182946647626
0.0072499999999999995 -580.259176456527
0.00735 -581.1410993241714
0.00745 -477.4250016147043
0.007549999999999999 -327.67609527648443
0.00765 -467.99374310324174
0.00775 -379.8003351589948
0.00785 -378.1620755016317
0.00795 -396.2398023217527
0.00805 -518.1357361517412
0.00815 -384.5506199474705
0.00825 -452.89890351120187
0.00835 -594.3794453686801
0.00845 -468.52078722426734
0.00855 -378.0312996374619
0.00865 -420.37154080687975
0.008749999999999999 -441.3258855348647
0.00885 -477.54180853167696
0.00895 -178.30660856147404
0.009049999999999999 -409.38797385364336
0.00915 -728.4955676938093
0.00925 -624.8409273781158
0.009349999999999999 -651.3083740007755
0.00945 -404.71577754978034
0.00955 -533.7534011640814
0.009649999999999999 -718.008411761879
0.00975 -561.1421013610144
0.00985 -427.5779043261894
0.009949999999999999 -636.0641140588608
