0 292.3003 
100 1296.5654 
200 1565.9261 
300 1821.4436 
400 1992.0911 
500 2161.5335 
600 2263.5342 
700 2330.1854 
800 2439.4338 
900 2507.0613 
1000 2532.2679 
1100 2614.9538 
1200 2740.4179 
1300 2787.3493 
1400 2859.1800 
1500 2934.3484 
1600 3088.1587 
1700 3175.5549 
1800 3193.2778 
1900 3314.4054 
2000 3368.8813 
2100 3403.2722 
2200 3408.4094 
2300 3530.2074 
2400 3629.3724 
2500 3707.3378 
2600 3791.3007 
2700 3900.5205 
2800 3952.6734 
2900 3983.4816 
3000 4042.5003 
3100 4051.2727 
3200 4110.0688 
3300 4192.0277 
3400 4219.4183 
3500 4355.5343 
3600 4374.2049 
3700 4424.5563 
3800 4437.3421 
3900 4512.0279 
4000 4479.7104 
4100 4517.6383 
4200 4492.0725 
4300 4562.8457 
4400 4677.3312 
4500 4757.7852 
4600 4891.4858 
4700 4924.0173 
4800 4982.5211 
4900 4966.8016 
5000 5032.6773 
5100 5018.2399 
5200 4994.3131 
5300 5018.3821 
5400 5118.6696 
5500 5190.9512 
5600 5219.6023 
5700 5249.5651 
5800 5263.2596 
5900 5258.5650 
6000 5264.5917 
6100 5367.9713 
6200 5307.1199 
6300 5379.2342 
6400 5446.2406 
6500 5430.9010 
6600 5482.1707 
6700 5516.3808 
6800 5490.5374 
6900 5515.5421 
7000 5596.5406 
7100 5535.6415 
7200 5674.9518 
7300 5703.4721 
7400 5804.6655 
7500 5688.0289 
7600 5754.2307 
7700 5632.3333 
7800 5742.5616 
7900 5778.3090 
8000 5719.6495 
8100 5783.4167 
8200 5797.7105 
8300 5982.7617 
8400 5980.0075 
8500 5927.2106 
8600 5948.4936 
8700 5881.4709 
8800 5947.3455 
8900 5915.7518 
9000 5975.5363 
9100 5888.6024 
9200 6076.3589 
9300 5916.5442 
9400 6092.8797 
9500 6120.0554 
9600 6069.1914 
9700 6122.3451 
9800 6049.8162 
9900 6060.5112 
10000 6182.9712 
