Tiempo(ns)	Valor
0,00015	-177,79066316049762
0,00025	-1,8881649478727665
0,00035	-24,194706189610155
0,00045	34,664833736420974
0,0005499999999999999	9,208726045841773
0,00065	1,6921201677889426
0,00075	34,89921625209932
0,00085	-4,73404300775113
0,00095	-26,267141466818316
0,00105	163,61922982247938
0,00115	-8,036456881490913
0,00125	-91,82595099196706
0,0013499999999999999	-19,631764644739018
0,00145	-62,02697850764758
0,00155	-28,62717696776771
0,00165	-35,08059196014504
0,0017499999999999998	-19,974209869937912
0,0018499999999999999	48,6880558507459
0,00195	20,741439296401794
0,0020499999999999997	8,412094789727917
0,00215	48,28326833415227
0,00225	23,027851367498215
0,00235	-123,83399241713589
0,00245	-30,647653934834327
0,0025499999999999997	8,297895531752257
0,00265	-23,61097154754936
0,00275	-130,91828067532745
0,0028499999999999997	-12,171157413739543
0,00295	40,87524820592346
0,0030499999999999998	-62,96866927355338
0,00315	-8,114659973509482
0,00325	20,424738535922767
0,0033499999999999997	-96,68194031449006
0,00345	37,79818887844021
0,0035499999999999998	-77,06457498955334
0,00365	146,24502847083903
0,00375	-74,30067306080376
0,0038499999999999997	90,85783195900079
0,0039499999999999995	-1,6852702681977676
0,00405	-40,801395419591195
0,00415	-6,676355890895815
0,0042499999999999994	33,39765732349207
0,00435	-72,20353616160963
0,00445	15,24193496979211
0,00455	56,954227647701835
0,00465	-139,63197557244905
0,00475	-138,14233770522566
0,00485	-9,845337028182309
0,0049499999999999995	13,790146859744675
0,00505	186,47456244657658
0,00515	-100,54369963151339
0,0052499999999999995	-35,03412540421466
0,00535	-95,61840045194346
0,00545	-120,565310551688
0,005549999999999999	21,391415894226324
0,00565	9,816332963686808
0,00575	-1,5215519504023522
0,00585	-48,909387520199196
0,0059499999999999996	-53,8201037614366
0,00605	-95,75562176656848
0,00615	-80,85172857759305
0,0062499999999999995	48,79559210297792
0,00635	-25,65310936723012
0,00645	-1,2516399116990458
0,006549999999999999	64,12728433079995
0,00665	-140,8805233679411
0,00675	-60,08831246335752
0,006849999999999999	-16,031015134699494
0,00695	27,588461406254112
0,00705	2,420833707346477
0,00715	-75,8521817051714
0,0072499999999999995	-139,68235018527528
0,00735	-41,8655710796339
0,00745	77,36042937961331
0,007549999999999999	55,84995194088418
0,00765	-71,5826239010298
0,00775	-84,44362519006496
0,00785	18,073968503349644
0,00795	82,76755958410709
0,00805	139,8098227119222
0,00815	5,9884219333565305
0,00825	-86,83820318109761
0,00835	-93,96526248478649
0,00845	-8,497170779498509
0,00855	-53,3465718406998
0,00865	-21,721775633127972
0,008749999999999999	22,807077087628315
0,00885	44,60601937068687
0,00895	77,69936758422767
0,009049999999999999	-111,99840593486239
0,00915	-86,11899486744528
0,00925	5,0237874478801645
0,009349999999999999	-3,805135540217088
0,00945	0,47803924642914686
0,00955	-4,218837948154368
0,009649999999999999	-42,02807434147623
0,00975	-3,401213640152131
0,00985	-54,702164643008885
0,009949999999999999	55,636648139925555
